kinase,log2FC_iCCA_HCC,rna_p,hcc_tpm,icca_tpm,rna_fdr,chronos_HCC,chronos_iCCA,chronos_other,icca_selective,hcc_selective,dep_p_icca_vs_other,dep_p_hcc_vs_other,dep_diff_iCCA_minus_HCC,dep_p_icca_vs_hcc,iCCA_essential,HCC_essential,iCCA_selective_dep,HCC_selective_dep,rna_iCCA_up,rna_HCC_up,chcca_position,icca_over_hcc_dep,hcc_over_icca_dep,rna_concordant_iCCA,rna_concordant_HCC
IL10,0.0707164156531333,0.07207031316108022,0.2032278229277712,0.2739442385809045,0.08390563831943927,0.058307949465272575,0.061081064948314064,0.05860260340040327,0.0024784615479107944,-0.000294653935130694,0.750826199101979,0.6927337348671412,0.0027731154830414884,0.4586676508683464,False,False,False,False,False,False,,False,False,False,False
IL11,1.2799289061675867,1.5982011607596422e-16,0.24482064909719545,1.524749555264782,1.959681000251604e-15,-0.1847815922334854,-0.1854866291158732,-0.146075096077864,-0.03941153303800918,-0.038706496155621384,0.022785519349537077,0.06001731917727957,-0.0007050368823877939,0.6356558763048494,False,False,False,False,True,False,0.25825872210226436,False,False,True,False
IL12A,0.2997030322556605,0.0005507243290129094,0.3598229161536148,0.6595259484092753,0.0007604143454989962,-0.020828717058732425,0.014815923592970077,-0.021505368286596133,0.03632129187956621,0.0006766512278637074,0.06868086515166724,0.9455198798043896,0.0356446406517025,0.16239931747867764,False,False,False,False,False,False,,False,False,False,False
IL13,-0.0008046392402684815,0.0037621863949127655,0.11725525970589429,0.1164506204656258,0.004838353508656324,-0.03979395088319235,-0.038699643544663306,-0.02561862714277191,-0.013081016401891396,-0.014175323740420437,0.931405172553039,0.6878678674155421,0.0010943073385290408,0.6706993838713493,False,False,False,False,False,False,,False,False,False,False
IL15,1.1042641365786576,2.3206358628338287e-14,0.8155444079243868,1.9198085445030444,1.3068427213910639e-13,0.0844809690391878,0.055764121549254204,0.07430144715186109,-0.01853732560260688,0.010179521887326709,0.29848179814421105,0.5148416762317676,-0.02871684748993359,0.14827810191656352,False,False,False,False,True,False,-0.11588118542529136,False,False,True,False
IL17A,0.015513466540927223,0.565083010605854,0.02363630943519658,0.039149775976123805,0.595809737089015,-0.017648582116765246,-0.011356842372709496,-0.007761360649978329,-0.0035954817227311668,-0.009887221466786916,0.8935685074966627,0.585739615998413,0.00629173974405575,0.6530819591087469,False,False,False,False,False,False,,False,False,False,False
IL18,3.561058556561085,5.733795004683059e-16,2.2132159652868437,5.7742745218479286,5.6992540709199086e-15,-0.04982082826505288,-0.03484733303898871,-0.04914912997073209,0.014301796931743382,-0.0006716982943207883,0.7226293648321369,0.6878678674155421,0.01497349522606417,0.4586676508683464,False,False,False,False,True,False,-0.18763809593781175,False,False,True,False
IL1A,0.7144709784944289,1.1330681620612199e-11,0.09519183845024327,0.8096628169446721,3.7316616115788676e-11,0.09288280213320045,0.07243678917375439,0.08293947727650282,-0.010502688102748431,0.009943324856697633,0.4990131563962036,0.9381644793096569,-0.020446012959446064,0.5355474084246485,False,False,False,False,False,False,,False,False,True,False
IL1B,1.0583695155244643,5.308221138791589e-06,0.8860935060088643,1.9444630215333287,8.80257776784535e-06,-0.022540373837523386,-0.06047958919612413,-0.022303563224106347,-0.03817602597201779,-0.00023681061341703988,0.036964190485102986,0.9665587803599118,-0.037939215358600745,0.06659701614626651,False,False,False,False,True,False,0.7319831497443681,False,False,True,False
IL1RL1,0.46341545638226905,2.8202899375397617e-06,0.3457676449658214,0.8091831013480905,4.8313969848261605e-06,0.11213312674623663,0.12725013901899696,0.11821359829393101,0.009036540725065947,-0.00608047154769438,0.7645612196683462,0.8582578182578228,0.015117012272760327,0.7246141056634307,False,False,False,False,False,False,,False,False,False,False
IL2,0.11727375266898607,0.0001899725416349215,0.06709830755379992,0.184372060222786,0.0002692909739670279,0.098001757253132,0.11636738387027351,0.09720728271597907,0.019160101154294437,0.0007944745371529227,0.7763935173722045,0.9923616956080539,0.018365626617141514,0.9129374655882153,False,False,False,False,False,False,,False,False,False,False
